YEAR_MONTH,ServiceNo,co2_by_car,co2_by_bus,co2_reduction,passenger_volume
2024-01,22,377527547.7996,2762.4959999999996,377524785.30359995,3142402.0
2024-01,25,134941295.67855,1098.912,134940196.76655,2823558.0
2024-01,26,7058625084.8256,21928.895999999997,7058603155.9296,7401472.0
2024-01,28,6325365560.661001,16332.960000000003,6325349227.701001,8905032.0
2024-01,3,2691410756.61685,8045.615999999999,2691402711.0008497,7691932.0
2024-01,30,12503983150.6008,26123.712,12503957026.8888,11005968.0
2024-01,30e,648845869.1602501,3940.7039999999997,648841928.4562501,3784719.0
2024-01,31,6292239509.4984,16247.423999999999,6292223262.0744,8905032.0
2024-01,32,5344729.547850001,33.264,5344696.28385,1847294.0
2024-01,33,169021293.56392503,1018.032,169020275.53192502,3817638.0
2024-01,38,8420694025.572801,21809.472,8420672216.100801,8878048.0
2024-01,39,265716003.28070003,1733.0879999999997,265714270.19270003,3525428.0
2024-01,43,42727578.166325,386.25600000000003,42727191.910325006,2543594.0
2024-01,43e,35636204.4486,311.424,35635893.0246,2603658.0
2024-01,46,42262967.846250005,410.4,42262557.44625001,2367922.0
2024-01,5,445019773.89675003,3286.5599999999995,445016487.33675003,3113526.0
2024-01,50,813448318.5885,4989.12,813443329.4685,3749046.0
2024-01,506,478529151.90779996,5601.407999999999,478523550.49979997,1964382.0
2024-01,51,317023650.2871001,2632.272,317021018.0151,2769336.0
2024-01,513,2637426.762375,286.512,2637140.250375,213159.0
2024-01,52,177696293.566525,1863.024,177694430.54252502,2193182.0
2024-01,54,12267172.975200001,219.648,12266953.3272,1284198.0
2024-01,55,26403418.033200003,470.496,26402947.537200004,1290384.0
2024-01,57,173252093.4618,1956.6719999999998,173250136.7898,2035988.0
2024-01,58,277505276.80644995,1785.6959999999997,277503491.11044997,3573374.0
2024-01,59,516234474.52027506,8302.895999999999,516226171.6242751,1429658.0
2024-01,61,428124023.63182503,3925.8720000000003,428120097.759825,2507542.0
2024-01,65,1137544774.7651248,4711.44,1137540063.325125,5551746.0
2024-01,651,934492.9011250001,193.632,934299.2691250001,125769.0
2024-01,652,174715.6004,27.168,174688.4324,132536.0
2024-01,654,13668295.289025001,2752.464,13665542.825025002,92259.0
2024-01,655,854373.799425,240.62399999999997,854133.175425,68745.0
2024-01,656,2167696.1722000004,245.23200000000003,2167450.9402000005,185780.0
2024-01,657,2614681.846675,479.424,2614202.422675,120017.0
2024-01,660,22271064.4725,1591.1999999999998,22269473.2725,284193.0
2024-01,661,10967957.497400003,1414.1280000000002,10966543.369400002,160566.0
2024-01,663,17488489.7485,1864.704,17486625.044500005,149417.0
2024-01,665,5308125.072525,659.664,5307465.408525,161788.0
2024-01,666,221727.54912500002,119.28,221608.26912500002,43589.0
2024-01,667,4243327.29015,362.976,4242964.31415,265854.0
2024-01,67,2938762413.8746004,8425.344000000001,2938753988.5306,8020318.0
2024-01,670,103310.18295,27.168,103283.01495,43719.0
2024-01,671,227556.45450000002,32.832,227523.62250000003,79685.0
2024-01,672,1019487.4384000001,325.63199999999995,1019161.8064,70551.0
2024-01,7,3988578740.949375,17180.879999999997,3988561560.069375,5338110.0
2024-01,70,17152177.900700003,324.624,17151853.2767,1214936.0
2024-01,72,4466446821.85,16063.679999999998,4466430758.17,6393400.0
2024-01,74,4193919.7473,52.65599999999999,4193867.0913000004,1831416.0
2024-01,76,48467049.94365001,712.608,48466337.335650004,1563906.0
2024-01,8,4772010292.8444,12321.983999999999,4771997970.8604,8905032.0
2024-01,80,194234449.098675,2491.056,194231958.04267502,1792906.0
2024-01,85,4178258502.7308006,15960.096000000001,4178242542.6348004,6019696.0
2024-01,850E,14456965.5186,1797.312,14455168.2066,92478.0
2024-01,851,1327308361.749825,7086.768,1327301274.981825,4306638.0
2024-01,851e,915333099.1781752,5798.832,915327300.3461751,3615410.0
2024-01,852,2492128351.42,10115.808,2492118235.6120005,5664800.0
2024-01,853,179263527.05625,1159.1999999999998,179262367.85625,3555890.0
2024-01,853M,32938540.702725008,212.68800000000002,32938328.014725007,3561034.0
2024-01,854,14876368249.299,47471.03999999999,14876320778.258999,7205812.0
2024-01,855,3518610144.31575,20854.944,3518589289.3717504,3879510.0
2024-01,856,4989116791.482401,10987.008,4989105804.4744,10441406.0
2024-01,86,2184018949.6608,11919.936000000002,2184007029.7248,4213056.0
2024-01,87,11784539804.972202,52932.768,11784486872.204203,5119208.0
2024-01,88,1954833038.4271502,7442.352,1954825596.07515,6039684.0
2024-01,89e,133834915.35125002,1633.92,133833281.43125,1877449.0
2024-01,925,653196580.1725,4280.639999999999,653192299.5325,3508730.0
2024-01,93,52336826.54865,1666.224,52335160.324650005,722252.0
2024-01,951E,5306829.09825,629.52,5306199.57825,193920.0
2024-01,960,35510883.469425,117.936,35510765.533425,3461783.0
2024-01,960e,31868741.575125,105.83999999999999,31868635.735125,3461783.0
2024-01,961,31330462.82895,1005.4079999999999,31329457.420949996,716538.0
2024-01,961M,33158297.526600003,1064.064,33157233.4626,716538.0
2024-01,963,10127977728.575,31972.799999999996,10127945755.775002,7283780.0
2024-01,963e,10107892067.89425,31909.392,10107860158.50225,7283780.0
2024-01,969,50865157319.35181,96551.80799999999,50865060767.5438,12113642.0
2024-01,970,11018623.761,177.12,11018446.641,715228.0
2024-01,976,359713519.89100003,1947.264,359711572.62700003,4247630.0
2024-01,980,9057356.8232,736.512,9056620.3112,282772.0
2024-01,981,170826.32905,15.84,170810.48905000003,247965.0
2024-01,982E,1363557.3421750003,353.568,1363203.7741750001,85013.0
2024-01,985,100240712.51250002,804.0,100239908.51250002,2866836.0
2024-01,99,607735506.3228,5142.335999999999,607730363.9868,2717496.0
2024-01,991,811796194.1349,3751.4879999999994,811792442.6468999,4975746.0
2024-02,10,432290751.291,2056.3199999999997,432288694.9710001,4833926.0
2024-02,100,52000946.917725,1139.664,51999807.253725,1049178.0
2024-02,103,1847681800.671925,10259.664,1847671541.007925,4141034.0
2024-02,105,549563163.6624,7060.991999999999,549556102.6704,1789644.0
2024-02,106,50334384.433199994,599.424,50333785.00919999,965418.0
2024-02,107,15547774.607250001,217.44,15547557.16725,1644158.0
2024-02,109,226905350.89200002,4519.68,226900831.212,1154388.0
2024-02,10e,464447.44915,93.50399999999999,464353.94515,129517.0
2024-02,117,670343877.0055499,6168.672,670337708.33355,2498738.0
2024-02,117M,695756792.0869501,6402.528,695750389.5589501,2498738.0
2024-02,118,274019674.3578,2747.8079999999995,274016926.5498,2293032.0
2024-02,12,66216641.31975,716.64,66215924.67975,2124618.0
2024-02,123,22832709.0696,707.904,22832001.1656,741648.0
2024-02,124,18644201.3581,1013.952,18643187.4061,422806.0
2024-02,129,514853.10089999996,128.44799999999998,514724.6529,92166.0
2024-02,12e,66278733.280800015,717.312,66278015.96880001,2124618.0
2024-02,13,18074331.322125003,379.43999999999994,18073951.882125,1095302.0
2024-02,130,175021311.936,1609.0559999999998,175019702.88,2501120.0
2024-02,131,13951062.432,428.544,13950633.888,748560.0
2024-02,132,589957516.78875,5831.76,589951685.0287501,2326140.0
2024-02,133,192407534.976,1768.896,192405766.08,2501120.0
2024-02,135,92642500.3537,808.896,92641691.4577,2633494.0
2024-02,136,1581284035.43475,7615.008,1581276420.4267502,4774790.0
2024-02,137,546493.33005,169.968,546323.3620500001,73932.0
2024-02,139,791829040.84585,4517.807999999999,791824523.03785,4030124.0
2024-02,14,5313984487.213499,25462.079999999998,5313959025.133499,4798894.0
2024-02,141,87723548.10240002,598.6560000000001,87722949.44640002,3369408.0
2024-02,143,766685161.704,4213.44,766680948.2639999,4184032.0
2024-02,145,5898173.071375,40.56,5898132.511375,3343754.0
2024-02,147,748403441.6614999,5491.632,748397950.0294999,3133640.0
2024-02,14e,12917882.600975001,406.03200000000004,12917476.568975,721458.0
2024-02,151,77693046.70820001,1017.408,77692029.3002,1755908.0
2024-02,153,498100021.8705,4923.744,498095098.1265,2326140.0
2024-02,154,1175274533.3186002,3909.9839999999995,1175270623.3346,6911608.0
2024-02,155,8724269127.483301,30244.415999999997,8724238883.0673,6632826.0
2024-02,156,433146356.8198,3586.5119999999997,433142770.3078,2777008.0
2024-02,157,7147642098.13655,16558.512,7147625539.62455,9925588.0
2024-02,159,2270001035.691,11320.128,2269989715.563,4610940.0
2024-02,16,768696882.7235501,4428.384,768692454.33955,3991394.0
2024-02,161,21331362613.273876,63365.520000000004,21331299247.753876,7740702.0
2024-02,163,2758640906.5245,13756.895999999999,2758627149.6285,4610940.0
2024-02,165,653296958.4449999,4793.759999999999,653292164.6850001,3133640.0
2024-02,166,670312491.8605499,3862.368,670308629.49255,3990602.0
2024-02,167,90606176.9025,2296.8959999999997,90603880.00649999,907050.0
2024-02,168,58816599330.2902,143784.38399999996,58816455545.9062,9405956.0
2024-02,169,6001505855.604,16050.719999999998,6001489804.884,8597664.0
2024-02,16M,794659503.7056501,4577.952,794654925.7536501,3991394.0
2024-02,17,1408001541.4182,6010.272,1407995531.1462002,5386712.0
2024-02,170X,72189.912475,5.232,72184.680475,158633.0
2024-02,172,9202971705.0,23061.6,9202948643.400002,9176000.0
2024-02,174,451965746.0877,1568.736,451964177.3517,6624764.0
2024-02,174e,454399684.3813,1577.184,454398107.19729996,6624764.0
2024-02,175,4718210.6528,70.656,4718139.9968,1535476.0
2024-02,176,267519976.0748,3103.1040000000003,267516872.97080004,1982324.0
2024-02,178,15059494281.408676,27268.752,15059467012.656677,12698718.0
2024-02,186,358016.53719999996,123.64799999999998,357892.8892,33289.0
2024-02,187,12124677056.095276,21954.575999999997,12124655101.519276,12698718.0
2024-02,188,2486555314.3476753,19350.288,2486535964.059675,2954782.0
2024-02,190,494647027.51620007,4339.295999999999,494642688.22020006,2621144.0
2024-02,192,158978763.568875,554.544,158978209.024875,6592010.0
2024-02,193,189665394.120125,661.5840000000001,189664732.536125,6592010.0
2024-02,196,4893141278.85125,23445.6,4893117833.251249,4798894.0
2024-02,196e,3476094.52075,531.6,3475562.9207500005,152210.0
2024-02,197,1349433010.4962,7485.312,1349425525.1842,4145302.0
2024-02,198,2749733561.8434005,8680.128,2749724881.7154007,7284156.0
2024-02,2,25600486.108000003,2374.08,25598112.028000005,247952.0
2024-02,21,60972104.7078,653.952,60971450.75580001,2143878.0
2024-02,22,280121417.773875,2291.7599999999998,280119126.013875,2810554.0
2024-02,25,100442169.12150002,914.6399999999999,100441254.4815,2525112.0
2024-02,26,5711097324.7578,19798.655999999995,5711077526.1018,6632826.0
2024-02,28,5408984987.721001,15458.688000000002,5408969529.033001,8045590.0
2024-02,3,2009136313.1554003,6603.647999999999,2009129709.5074003,6995846.0
2024-02,30,12757863517.945175,29671.151999999995,12757833846.793175,9886858.0
2024-02,30e,523095328.1514,3544.416,523091783.7354,3392009.0
2024-02,31,5384329679.445499,15388.223999999998,5384314291.2215,8045590.0
2024-02,32,4781171.656800001,33.264,4781138.3928000005,1652512.0
2024-02,33,80615235.0194,541.824,80614693.1954,3421162.0
2024-02,38,6343619393.123,18217.536,6343601175.587,8006860.0
2024-02,39,220398184.07675,1580.6399999999999,220396603.43675,3206194.0
2024-02,43,43568878.266375005,431.376,43568446.890375,2322390.0
2024-02,43e,53172049.836,508.176,53171541.660000004,2379163.0
2024-02,45,18006.929475,10.224,17996.705475000002,20249.0
2024-02,46,33755935.7005,365.08799999999997,33755570.6125,2126020.0
2024-02,5,319400871.669125,2638.032,319398233.637125,2784010.0
2024-02,50,579974537.64935,3922.608,579970615.0413501,3399764.0
2024-02,506,496513641.3924,6379.392,496507262.0004,1789644.0
2024-02,51,309295497.2486,2867.6639999999998,309292629.58460003,2480048.0
2024-02,513,3843137.8588500004,454.22400000000005,3842683.63485,197559.0
2024-02,52,151661608.448,1777.4399999999996,151659831.00800002,1961984.0
2024-02,54,14358492.5658,287.424,14358205.141800001,1148684.0
2024-02,55,19972292.843475003,399.31199999999995,19971893.531475,1150086.0
2024-02,56,292984.5996,6.048,292978.5516,556952.0
2024-02,57,171635185.25010002,2182.752,171633002.4981,1808076.0
2024-02,58,248772935.23995,1785.696,248771149.54395,3203394.0
2024-02,59,601747285.6031001,10429.104,601736856.4991001,1326728.0
2024-02,61,389155565.49075,3994.272,389151571.21875,2240270.0
2024-02,65,1075318910.4139,4868.831999999999,1075314041.5819001,5078404.0
2024-02,651,747837.9029250001,157.776,747680.1269250001,116017.0
2024-02,652,125804.1394,27.119999999999997,125777.01939999999,121137.0
2024-02,653,73135.98000000001,20.784,73115.19600000001,80844.0
2024-02,654,10058086.086800002,2217.408,10055868.678800002,84377.0
2024-02,655,1044611.4026999999,289.91999999999996,1044321.4826999999,67181.0
2024-02,656,1485456.0195750003,190.89600000000002,1485265.123575,167810.0
2024-02,657,3506265.0497000003,668.976,3505596.0737000005,114155.0
2024-02,660,16907809.6063,1333.344,16906476.2623,258310.0
2024-02,661,10266112.805625001,1391.472,10264721.333625002,150826.0
2024-02,663,14819160.136950001,1486.992,14817673.14495,136260.0
2024-02,665,4635210.0663,645.216,4634564.8503,147396.0
